[      72ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4176/node_modules/.vite/deps/react-dom_client.js?v=84b78edc:20100
[ 4936934ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4176/@vite/client:963
[ 8266701ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8270464ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8273181ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8279043ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8283827ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8286894ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8289178ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8293820ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8298012ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8299015ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8300019ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8301023ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8302028ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8303034ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8304038ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8305054ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8306062ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8307103ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8308186ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8309317ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8310596ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8311838ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8313688ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8316429ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8321924ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8325685ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8329570ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8333102ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8335290ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8338269ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8343871ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8346832ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8351526ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8355806ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8359993ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8362963ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8367735ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8372954ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8378247ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8384207ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8386612ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8390468ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8395278ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8398061ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8400792ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8404195ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8407790ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8411635ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8415929ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8418962ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8419966ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8420970ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8421974ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8422978ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8423982ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8424987ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8426002ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8427023ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8428073ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8429137ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8430269ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8431430ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8432693ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8434269ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8437073ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8441881ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8446158ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8451626ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8456059ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8460542ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8462742ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8466905ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8471776ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8477704ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8481897ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8483960ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8488534ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8492193ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8494992ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8500850ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8506050ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8511647ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8514094ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8516158ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8520992ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8523214ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8526953ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8532133ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8535811ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8539659ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8540662ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8541666ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8542669ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8543673ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8544679ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8545684ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8546692ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8547708ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8548725ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8549801ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8550908ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[ 8552121ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
